라다, 54, 148
바파, 59, 172
하타, 53, 194
타가, 59, 178
라가, 69, 170
자나, 90, 182
카파, 42, 143
타카, 86, 197
자나, 95, 192
가사, 55, 157
다자, 49, 153
나나, 64, 199
타파, 65, 184
타다, 65, 154
다카, 47, 167
아마, 45, 144
나타, 84, 173
라마, 72, 160
카마, 41, 196
사차, 75, 148
나차, 86, 184
파나, 74, 168
다카, 73, 189
차아, 75, 163
라나, 56, 154
마가, 85, 148
카마, 79, 198
라사, 57, 159
파카, 74, 171
사다, 69, 146
아카, 98, 191
바라, 56, 183
하차, 81, 150
자가, 79, 181
다카, 55, 170
아나, 44, 155
자바, 45, 147
하하, 79, 148
카다, 57, 178
라마, 90, 150
다자, 65, 156
파차, 51, 163
아가, 74, 196
가아, 58, 142
가하, 76, 148
나가, 73, 141
카하, 56, 154
나가, 86, 193
아마, 61, 155
나차, 64, 168
하타, 81, 150
하자, 41, 158
타마, 56, 174
카다, 91, 169
하하, 47, 170
자자, 55, 196
바나, 79, 145
아라, 65, 143
파아, 70, 192
가나, 66, 166
아마, 70, 181
하차, 76, 190
사가, 42, 144
파파, 76, 182
파가, 68, 177
나라, 71, 199
타바, 73, 195
자라, 92, 154
카나, 50, 162
카사, 58, 198
카자, 44, 174
나다, 50, 194
타자, 84, 152
타아, 86, 155
타다, 48, 147
파하, 55, 148
타마, 62, 160
파사, 60, 143
바나, 92, 168
가파, 85, 154
바파, 53, 188
카가, 96, 163
바파, 90, 146
바카, 42, 190
타가, 81, 141
아바, 97, 156
차마, 77, 155
타자, 67, 173
아나, 63, 148
카타, 93, 192
사바, 58, 140
사다, 96, 165
마나, 56, 141
하파, 41, 165
가하, 74, 140
사하, 58, 159
다사, 78, 169
바가, 76, 188
나가, 56, 144
파가, 46, 153
사다, 99, 162
아아, 93, 188
하라, 51, 140
하마, 44, 153
하파, 44, 198
바타, 89, 146
타라, 88, 191
파라, 80, 163
파사, 90, 175
나자, 40, 141
차차, 47, 146
마바, 48, 164
마카, 80, 183
다바, 98, 148
가카, 45, 152
라하, 87, 162
하가, 69, 146
아다, 73, 199
나파, 74, 154
바사, 88, 179
카타, 66, 149
아가, 41, 194
바라, 49, 172
카나, 71, 146
사파, 46, 182
다하, 88, 188
바파, 79, 179
나자, 79, 197
파가, 96, 191
하라, 95, 159
타다, 49, 150
바파, 82, 188
가가, 83, 199
자사, 97, 152
차차, 68, 166
다자, 76, 171
라아, 87, 161
카파, 96, 146
라마, 42, 149
하아, 97, 168
마아, 50, 163
타자, 91, 141
아라, 99, 163
아사, 59, 152
사마, 55, 154
파마, 96, 143
바마, 71, 174
나카, 56, 191
파라, 88, 152
타하, 97, 199
타다, 42, 180
다타, 65, 143
라하, 86, 173
마가, 64, 165
카카, 93, 175
다마, 92, 163
사라, 42, 159
사다, 57, 171
차라, 87, 165
가파, 49, 196
타나, 91, 145
차카, 86, 196
다사, 67, 182
가사, 54, 153
라아, 47, 157
나차, 66, 190
하카, 70, 159
하마, 97, 194
카아, 99, 195
나마, 97, 155
가타, 73, 145
사카, 76, 185
타파, 87, 198
자자, 49, 168
라바, 68, 191
사카, 81, 148
하차, 97, 150
바카, 71, 149
사사, 76, 156
라라, 74, 180
하아, 96, 148
타하, 83, 159
나자, 66, 151
마마, 72, 167
바라, 98, 170
하타, 78, 147
사자, 96, 151
가가, 81, 194
파아, 79, 141
바자, 51, 159
사차, 57, 181
나하, 91, 185
사바, 52, 161
라차, 74, 150
다라, 45, 188
하자, 42, 146
하마, 84, 155
카카, 98, 152
아카, 76, 170
타아, 43, 180
가타, 55, 175
가카, 42, 192
카아, 91, 147
나다, 54, 187
자가, 70, 147
카마, 42, 195
타카, 91, 140
자파, 63, 164
마바, 60, 157
카하, 66, 187
바타, 68, 183
나카, 73, 141
하바, 85, 174
아카, 61, 148
차하, 58, 193
바카, 76, 180
라아, 47, 194
다마, 51, 194
바파, 75, 174
타차, 75, 181
타카, 59, 151
마하, 50, 144
가사, 44, 153
자가, 89, 172
타하, 66, 179
라자, 97, 162
라바, 83, 150
자카, 55, 150
라다, 80, 187
자하, 90, 155
다가, 97, 183
아카, 61, 194
마하, 94, 179
카하, 82, 187
아파, 88, 155
카다, 53, 150
나라, 60, 195
라하, 83, 188
바파, 85, 187
가타, 93, 175
자마, 69, 193
나타, 64, 140
아바, 90, 141
하카, 51, 150
사타, 64, 165
자마, 50, 157
마차, 81, 196
가카, 47, 150
아다, 44, 183
타다, 74, 140
자마, 61, 177
파사, 73, 140
하라, 82, 166
타하, 73, 183
가마, 92, 168
자차, 60, 149
나카, 44, 177
아바, 86, 157
타사, 63, 153
자차, 57, 181
라아, 94, 171
가아, 44, 153
아차, 53, 184
가타, 66, 150
파자, 42, 167
마사, 84, 182
자자, 66, 192
파라, 60, 197
차마, 86, 163
마카, 59, 197
바나, 43, 146
자다, 91, 191
하나, 74, 147
아나, 69, 155
나라, 86, 199
차타, 43, 155
아다, 51, 169
하아, 67, 158
바아, 72, 154
다아, 87, 146
파다, 58, 142
아다, 70, 148
마타, 41, 159
바다, 87, 184
마파, 53, 152
파자, 54, 170
차타, 75, 183
사자, 43, 166
아라, 96, 191
타바, 72, 142
다아, 87, 176
파마, 61, 184
카라, 51, 148
하라, 47, 146
다마, 93, 165
자카, 40, 195
가타, 80, 194
하타, 85, 170
가다, 59, 174
사다, 71, 185
가다, 57, 186
마하, 60, 161
타라, 56, 193
다나, 95, 178
사바, 50, 176
자사, 73, 161
가자, 50, 192
하사, 48, 161
파파, 62, 184
나바, 66, 161
나차, 84, 195
자차, 58, 156
아라, 73, 180
하마, 60, 181
다파, 71, 195
아자, 46, 153
파사, 95, 190
차파, 48, 192
차파, 64, 197
타타, 98, 177
하마, 87, 192
타다, 76, 189
가나, 70, 175
하다, 49, 179
가사, 89, 141
바파, 93, 197
카카, 67, 176
바아, 56, 179
자마, 47, 185
카차, 99, 163
마가, 58, 141
마가, 96, 163
차바, 90, 190
파바, 77, 180
마카, 41, 168
카하, 96, 191
사가, 72, 190
파라, 65, 169
하사, 77, 149
차다, 99, 142
차라, 53, 184
카차, 44, 184
차나, 41, 159
아카, 86, 176
마카, 70, 167
사하, 45, 190
하아, 85, 171
사파, 56, 157
다파, 44, 143
다차, 60, 154
파자, 79, 197
가나, 55, 156
가가, 62, 170
바자, 67, 155
가타, 61, 182
마다, 65, 174
가나, 86, 180
카마, 46, 188
카가, 96, 198
사나, 42, 181
가타, 80, 152
마바, 67, 156
사카, 53, 170
파마, 92, 154
다마, 50, 178
자나, 40, 174
카차, 55, 193
아아, 45, 195
사하, 84, 158
사나, 60, 185
가차, 89, 155
가나, 54, 150
자사, 93, 163
카아, 74, 157
하자, 52, 185
바카, 71, 179
라아, 55, 175
다사, 90, 154
카타, 83, 180
가가, 71, 172
바다, 76, 147
나아, 63, 194
카가, 58, 162
라사, 92, 141
사나, 86, 172
가타, 71, 166
자자, 55, 152
파자, 48, 180
차차, 77, 191
마자, 59, 141
차라, 93, 181
마타, 79, 140
하자, 68, 150
다나, 90, 176
나아, 70, 147
가가, 61, 184
카나, 54, 152
나타, 81, 149
가사, 90, 178
바차, 70, 182
카가, 67, 195
타차, 63, 189
나파, 60, 177
파아, 89, 193
다바, 84, 164
마아, 89, 178
하파, 99, 181
가차, 40, 190
아타, 82, 154
가타, 71, 144
사다, 94, 194
자하, 72, 186
나자, 40, 191
아라, 50, 149
라사, 98, 146
마하, 75, 165
파아, 70, 188
타바, 65, 144
파카, 72, 190
가바, 63, 173
다바, 56, 158
다차, 79, 181
하마, 65, 156
라하, 56, 192
마타, 42, 188
아자, 90, 180
라아, 51, 173
아바, 83, 142
